Monster;Reference_to_boss_images;Tier;Type;HasSlayerRequirement;RequiresGroup;Combat_achievement_name;Description
Vardorvis;Vardorvis; Elite;Speed;No;No;Vardorvis Speed-Trialist;Kill Vardorvis in less than 1:15 minutes without a slayer task.
Vardorvis;Vardorvis; Elite;Kill Count;No;No;Vardorvis Adept;Kill Vardorvis once.
Vardorvis;Vardorvis; Master;Speed;No;No;Vardorvis Speed-Chaser;Kill Vardorvis in less than 1:05 without a slayer task.
Vardorvis;Vardorvis; Master;Kill Count;No;No;Vardorvis Master;Kill Vardorvis 50 times.
Vardorvis;Vardorvis; Master;Perfection;No;No;Perfect Vardorvis;Kill Vardorvis perfectly 5 times without leaving.
Vardorvis;Vardorvis; Master;Restriction;No;No;Budget Cutter;Kill Vardorvis with gear worth 2m or less in total.
Vardorvis;Vardorvis; Grandmaster;Kill Count;No;No;Vardorvis Sleeper;Kill Awakened Vardorvis.
Vardorvis;Vardorvis; Grandmaster;Mechanical;No;No;Axe Enthusiast;Kill Vardorvis after surviving for 3 minutes of Vardorvis' max speed, and never leaving the centre 25 tiles.
Vardorvis;Vardorvis; Grandmaster;Speed;No;No;Vardorvis Speed-Runner;Kill Vardorvis in less than 0:55 without a slayer task.
Venenatis;Venenatis; Hard;Kill Count;No;No;Venenatis Adept;Kill Venenatis 10 times.
Venenatis;Venenatis; Elite;Kill Count;No;No;Venenatis Veteran;Kill Venenatis 20 times.
Vet'ion;Vetion; Hard;Kill Count;No;No;Vet'ion Adept;Kill Vet'ion 10 times.
Vet'ion;Vetion; Elite;Kill Count;No;No;Vet'eran;Kill Vet'ion 20 times.
Vorkath;Vorkath; Elite;Restriction;No;No;Stick 'em With the Pointy End;Kill Vorkath using melee weapons only.
Vorkath;Vorkath; Elite;Kill Count;No;No;Vorkath Veteran;Kill Vorkath 50 times.
Vorkath;Vorkath; Elite;Restriction;No;No;Zombie Destroyer;Kill Vorkath's zombified spawn without using crumble undead.
Vorkath;Vorkath; Master;Stamina;No;No;Extended Encounter;Kill Vorkath 10 times without leaving his area.
Vorkath;Vorkath; Master;Perfection;No;No;Dodging the Dragon;Kill Vorkath 5 times without taking any damage from his special attacks and without leaving his area.
Vorkath;Vorkath; Master;Kill Count;No;No;Vorkath Master;Kill Vorkath 100 times.
Vorkath;Vorkath; Master;Mechanical;No;No;The Walk;Hit Vorkath 12 times during the acid special without getting hit by his rapid fire or the acid pools.
Vorkath;Vorkath; Master;Speed;No;No;Vorkath Speed-Chaser;Kill Vorkath in less than 1 minute and 15 seconds.
Vorkath;Vorkath; Grandmaster;Restriction;No;No;The Fremennik Way;Kill Vorkath with only your fists.
Vorkath;Vorkath; Grandmaster;Speed;No;No;Vorkath Speed-Runner;Kill Vorkath in less than 54 seconds.
Vorkath;Vorkath; Grandmaster;Restriction;No;No;Faithless Encounter;Kill Vorkath without losing any prayer points.
Whisperer;The_Whisperer; Elite;Kill Count;No;No;Whisperer Adept;Kill the Whisperer once.
Whisperer;The_Whisperer; Elite;Restriction;No;No;Tentacular;Kill the Whisperer whilst only being on the Arceuus spellbook.
Whisperer;The_Whisperer; Elite;Speed;No;No;Whisperer Speed-Trialist;Kill the Whisperer in less than 3:00 without a slayer task.
Whisperer;The_Whisperer; Master;Speed;No;No;Whisperer Speed-Chaser;Kill the Whisperer in less than 2:25 without a slayer task.
Whisperer;The_Whisperer; Master;Kill Count;No;No;Whisperer Master;Kill the Whisperer 50 times.
Whisperer;The_Whisperer; Master;Perfection;No;No;Perfect Whisperer;Kill the Whisperer without taking avoidable damage 5 times without leaving.
Whisperer;The_Whisperer; Grandmaster;Restriction;No;No;Dark Memories;Kill the Whisperer whilst spending less than 6 seconds in the pre-enrage shadow realm.
Whisperer;The_Whisperer; Grandmaster;Kill Count;No;No;Whispered;Kill the Awakened Whisperer.
Whisperer;The_Whisperer; Grandmaster;Speed;No;No;Whisperer Speed-Runner;Kill the Whisperer in less than 2:05 without a slayer task.
Wintertodt;Wintertodt; Easy;Mechanical;No;No;Handyman;Repair a brazier which has been destroyed by the Wintertodt.
Wintertodt;Wintertodt; Easy;Kill Count;No;No;Wintertodt Novice;Subdue the Wintertodt 5 times.
Wintertodt;Wintertodt; Easy;Restriction;No;No;Cosy;Subdue the Wintertodt with four pieces of warm equipment equipped.
Wintertodt;Wintertodt; Easy;Mechanical;No;No;Mummy!;Heal a pyromancer after they have fallen.
Wintertodt;Wintertodt; Medium;Perfection;No;No;Can We Fix It?;Subdue the Wintertodt without allowing all 4 braziers to be broken at the same time.
Wintertodt;Wintertodt; Medium;Kill Count;No;No;Wintertodt Champion;Subdue the Wintertodt 10 times.
Wintertodt;Wintertodt; Medium;Restriction;No;No;Leaving No One Behind;Subdue the Wintertodt without any of the Pyromancers falling.
Wintertodt;Wintertodt; Hard;Stamina;No;No;Why Fletch?;Subdue the Wintertodt after earning 3000 or more points.
Wyrm;Wyrm; Easy;Kill Count;Yes;No;A Slithery Encounter;Kill a Wyrm.
Yama;Yama; Elite;Kill Count;No;No;Yama Adept;Defeat Yama once.
Yama;Yama; Elite;Speed;No;No;Yama Speed-Trialist;Defeat Yama in an average time of under 3:38 over your last four kills.
Yama;Yama; Elite;Mechanical;No;No;Back so soon?;Defeat Yama without the judge being attacked with the wrong style and without taking more than one instance of damage each time you are exiled from the arena.
Yama;Yama; Master;Mechanical;No;No;Fire fighter;Defeat Yama without getting hit by fire and having only killed void flares with special attacks.
Yama;Yama; Master;Kill Count;No;No;Yama Veteran;Defeat Yama 50 times.
Yama;Yama; Master;Restriction;No;No;No toppings, no drinks, thanks;Defeat Yama without anybody healing using anything other than plain pizza and without anybody drinking any potions.
Yama;Yama; Master;Mechanical;No;No;Shadow dancer;Defeat Yama without getting hit by shadows and without being more than one tile away from the center of his shadow crash attack.
Yama;Yama; Master;Speed;No;No;Yama Speed-Chaser;Defeat Yama in an average time of under 3:00 over your last four kills.
Yama;Yama; Grandmaster;Perfection;No;No;Contract Choreographer;Defeat Yama whilst completing 'Shadow Dancer', 'Fire Fighter', 'Back so soon?' and without taking any other avoidable damage.
Yama;Yama; Grandmaster;Speed;No;No;Yama Speed-Runner;Defeat Yama in an average time of under 2:34 over your last four kills.
Yama;Yama; Grandmaster;Kill Count;No;No;Contractually Unbound;Defeat Yama under the elevated conditions of one of his non-standard contracts.
Zalcano;Zalcano; Elite;Mechanical;No;No;Team Player;Receive imbued tephra from a golem.
Zalcano;Zalcano; Elite;Mechanical;No;No;The Spurned Hero;Kill Zalcano as the player who has dealt the most damage to her.
Zalcano;Zalcano; Elite;Perfection;No;No;Perfect Zalcano;Kill Zalcano 5 times in a row without leaving or getting hit by the following: Falling rocks, rock explosions, Zalcano powering up, or standing in a red symbol.
Zalcano;Zalcano; Elite;Kill Count;No;No;Zalcano Veteran;Kill Zalcano 25 times.
Zulrah;Zulrah; Hard;Kill Count;No;No;Zulrah Adept;Kill Zulrah 25 times.
Zulrah;Zulrah; Elite;Speed;No;No;Zulrah Speed-Trialist;Kill Zulrah in less than 1 minute 20 seconds, without a slayer task.
Zulrah;Zulrah; Elite;Kill Count;No;No;Zulrah Veteran;Kill Zulrah 75 times.
Zulrah;Zulrah; Elite;Mechanical;No;No;Snake. Snake!? Snaaaaaake!;Kill 3 Snakelings simultaneously.
Zulrah;Zulrah; Elite;Mechanical;No;No;Snake Rebound;Kill Zulrah by using the Vengeance spell as the finishing blow.
Zulrah;Zulrah; Master;Kill Count;No;No;Zulrah Master;Kill Zulrah 150 times.
Zulrah;Zulrah; Master;Speed;No;No;Zulrah Speed-Chaser;Kill Zulrah in less than 1 minute, without a slayer task.
Zulrah;Zulrah; Master;Perfection;No;No;Perfect Zulrah;Kill Zulrah whilst taking no damage from the following: Snakelings, Venom Clouds, Zulrah's Green or Crimson phase.
Zulrah;Zulrah; Grandmaster;Speed;No;No;Zulrah Speed-Runner;Kill Zulrah in less than 54 seconds, without a slayer task.
